HGNC_SYMBOL,LOG2FC,PVALUE
LOC440330,0.040,0.889
LOC440335,-0.353,0.065
LOC440337,0.231,0.439
LOC440346,-0.009,0.873
LOC440356,-0.387,0.300
LOC440386,0.072,0.791
LOC440461,0.381,0.437
LOC440518,-1.160,0.099
LOC440600,-0.335,0.536
LOC440700,0.155,0.235
LOC440704,0.042,0.531
LOC440742,-0.139,0.439
LOC440864,-0.307,0.400
LOC440896,-0.073,0.878
LOC440900,0.265,0.229
LOC440905,0.320,0.288
LOC440910,0.413,0.344
LOC440925,-0.110,0.360
LOC440934,0.200,0.281
LOC440944,-0.060,0.687
LOC440970,0.025,0.668
LOC440993,-0.233,0.226
LOC441009,0.031,0.602
LOC441025,-0.167,0.390
LOC441052,0.069,0.555
LOC441167,0.055,0.394
LOC441177,-0.790,0.340
LOC441179,-0.157,0.496
LOC441204,-0.158,0.313
LOC441233,-0.111,0.803
LOC441242,0.003,0.965
LOC441268,-0.420,0.202
LOC441455,0.152,0.218
LOC441461,-0.275,0.035
LOC441493,0.129,0.242
LOC441495,0.030,0.856
LOC441601,-0.024,0.747
LOC441666,0.050,0.979
LOC441698,0.342,0.430
LOC441736,-0.307,0.148
LOC441956,-0.261,0.468
LOC442028,-0.999,0.309
LOC442122,0.402,0.512
LOC442132,-0.024,0.846
LOC442366,0.205,0.182
LOC442421,-0.258,0.349
LOC442459,-0.146,0.744
LOC442497,-0.009,0.880
LOC493754,-0.143,0.120
LOC494150,-0.148,0.206
LOC494558,0.194,0.221
LOC497256,-0.084,0.764
LOC497257,-0.389,0.074
LOC503519,-0.598,0.240
LOC51145,0.284,0.756
LOC541467,0.128,0.775
LOC541471,0.114,0.466
LOC541472,0.032,0.590
LOC541473,-0.020,0.979
LOC550112,-0.230,0.076
LOC550643,0.067,0.693
LOC553103,-0.270,0.103
LOC553137,-1.110,0.103
LOC554201,0.066,0.909
LOC554206,-0.117,0.659
LOC554207,0.021,0.971
LOC554223,0.303,0.269
LOC572558,0.707,0.384
LOC57399,0.011,0.847
LOC574538,0.005,0.931
LOC606724,0.188,0.689
LOC613126,0.021,0.727
LOC613266,-0.206,0.263
LOC619207,0.494,0.372
LOC63930,-1.470,0.268
LOC641364,0.033,0.577
LOC641365,-0.003,0.954
LOC641467,0.023,0.696
LOC641510,0.172,0.575
LOC641518,-0.010,0.911
LOC641746,-0.105,0.189
LOC642335,0.153,0.474
LOC642361,0.064,0.361
LOC642366,0.614,0.306
LOC642422,0.004,0.942
LOC642620,-0.183,0.815
LOC642648,0.439,0.161
LOC642776,0.016,0.920
LOC642781,-0.038,0.849
LOC642826,-0.140,0.489
LOC642852,-0.169,0.479
LOC642924,-0.894,0.030
LOC642947,0.124,0.786
LOC642980,-0.026,0.535
LOC643037,-1.500,0.001
LOC643201,-0.322,0.060
LOC643327,0.036,0.922
LOC643339,0.497,0.303
LOC643355,-0.264,0.327
LOC643401,-0.912,0.130
LOC643406,-0.306,0.593
LOC643441,-0.343,0.324
LOC643454,-0.102,0.607
LOC643486,-0.156,0.311
LOC643529,0.051,0.859
LOC643542,0.016,0.792
LOC643551,0.130,0.607
LOC643623,0.020,0.746
LOC643650,-0.125,0.393
LOC643659,-0.670,0.149
LOC643669,0.059,0.803
LOC643711,-0.008,0.891
LOC643714,0.027,0.676
LOC643719,0.089,0.328
LOC643723,0.336,0.155
LOC643770,0.049,0.511
LOC643783,-0.047,0.614
LOC643797,-0.616,0.102
LOC643802,-0.076,0.651
LOC643837,0.082,0.729
LOC643923,0.363,0.546
LOC643936,-0.126,0.833
LOC643962,-0.005,0.937
LOC643988,0.491,0.046
LOC644050,-0.236,0.298
LOC644083,0.457,0.344
LOC644093,-0.042,0.918
LOC644100,2.290,0.329
LOC644145,-0.409,0.337
LOC644189,-0.039,0.767
LOC644192,-0.443,0.058
LOC644242,0.159,0.147
LOC644246,0.048,0.787
LOC644248,0.022,0.718
LOC644277,-0.263,0.587
LOC644285,-0.116,0.372
LOC644339,-0.398,0.506
LOC644366,-0.305,0.220
LOC644450,-0.230,0.063
LOC644554,0.451,0.433
LOC644649,-0.368,0.353
LOC644656,-0.310,0.064
LOC644662,-0.803,0.000
LOC644686,0.268,0.552
LOC644727,-0.255,0.060
LOC644794,-0.098,0.055
LOC644841,-0.332,0.335
LOC644852,0.018,0.764
LOC644919,0.031,0.602
LOC644961,-0.082,0.745
LOC644962,-0.003,0.981
LOC645166,-0.090,0.445
LOC645188,-0.759,0.309
LOC645195,0.147,0.444
LOC645202,-0.560,0.059
LOC645206,0.815,0.120
LOC645212,0.024,0.866
LOC645249,1.360,0.078
LOC645261,-0.089,0.582
LOC645262,-0.150,0.772
LOC645427,-0.232,0.842
LOC645431,-0.100,0.777
LOC645434,0.028,0.668
LOC645485,0.038,0.563
LOC645553,-0.026,0.949
LOC645586,-1.070,0.007
LOC645591,0.002,0.975
LOC645645,0.156,0.405
LOC645676,0.077,0.594
LOC645722,0.216,0.671
LOC645752,0.079,0.103
LOC645769,-0.111,0.712
LOC645949,0.001,0.984
LOC645967,-0.132,0.651
LOC645984,0.027,0.971
LOC646014,-0.781,0.087
LOC646034,-0.079,0.441
LOC646168,-0.816,0.264
LOC646214,-0.212,0.228
LOC646241,0.039,0.537
LOC646268,0.010,0.862
LOC646324,0.490,0.319
LOC646471,-0.117,0.755
LOC646482,0.821,0.099
LOC646498,1.060,0.086
LOC646508,0.641,0.316
LOC646513,0.072,0.838
LOC646576,0.341,0.566
LOC646626,-0.153,0.230
LOC646627,0.177,0.128
LOC646629,-0.004,0.941
LOC646719,-0.146,0.629
LOC646736,0.785,0.164
LOC646743,-0.052,0.609
LOC646762,0.009,0.914
LOC646808,0.117,0.266
LOC646813,0.083,0.707
LOC646851,0.570,0.591
LOC646862,-0.001,0.994
LOC646903,0.060,0.770
LOC646976,-0.282,0.456
LOC646999,-0.443,0.020
LOC647012,0.177,0.071
LOC647020,0.033,0.615
LOC647070,0.202,0.455
LOC647086,0.014,0.836
LOC647107,0.105,0.156
LOC647323,0.431,0.011
LOC647589,0.095,0.472
LOC647946,-0.963,0.000
LOC647979,-0.008,0.675
LOC647983,0.136,0.391
LOC648044,-0.058,0.751
LOC648149,1.130,0.059
LOC648570,0.066,0.887
LOC648691,0.150,0.897
LOC648740,0.381,0.400
LOC648771,-0.015,0.855
LOC648987,0.523,0.210
LOC649133,0.019,0.750
LOC649201,0.344,0.539
LOC649294,0.041,0.689
LOC649395,-0.038,0.730
LOC650293,-0.205,0.780
LOC651337,0.148,0.692
LOC651536,0.064,0.641
LOC652119,-0.220,0.521
LOC652276,-0.032,0.865
LOC652586,0.722,0.140
LOC653061,-0.458,0.100
LOC653075,-0.152,0.102
LOC653160,0.592,0.427
LOC653550,-0.476,0.284
LOC653581,0.480,0.302
LOC653712,0.408,0.103
LOC654433,0.084,0.405
LOC678655,0.086,0.815
LOC723809,0.400,0.158
LOC727677,-0.507,0.317
LOC727710,0.073,0.717
LOC727721,0.416,0.443
LOC727775,0.139,0.401
LOC727799,-0.054,0.909
LOC727808,0.188,0.255
LOC727869,-0.881,0.001
LOC727915,0.021,0.739
LOC727916,-0.051,0.717
LOC727924,0.023,0.719
LOC727944,0.535,0.059
LOC727982,0.130,0.808
LOC727993,0.054,0.875
LOC728012,0.154,0.252
LOC728054,0.043,0.916
LOC728061,-0.289,0.047
LOC728065,0.203,0.131
LOC728073,0.503,0.298
LOC728084,-0.024,0.923
LOC728093,0.096,0.326
LOC728099,0.014,0.809
LOC728114,-0.066,0.580
LOC728147,0.069,0.859
LOC728158,0.131,0.378
LOC728175,0.039,0.905
LOC728178,-0.010,0.970
LOC728190,-0.182,0.143
LOC728196,0.033,0.613
LOC728208,0.155,0.533
LOC728218,-0.606,0.068
LOC728228,-0.334,0.299
LOC728254,0.052,0.923
LOC728290,-0.405,0.500
LOC728316,0.123,0.136
LOC728323,0.295,0.055
LOC728339,0.308,0.264
LOC728342,0.615,0.265
LOC728392,-0.396,0.551
LOC728431,0.025,0.780
LOC728437,-0.317,0.515
LOC728445,-0.195,0.408
LOC728503,0.335,0.286
LOC728537,-0.478,0.054
LOC728543,0.291,0.292
LOC728558,-0.166,0.161
LOC728573,0.020,0.935
LOC728606,-0.226,0.337
LOC728613,-0.002,0.991
LOC728671,0.137,0.818
LOC728684,0.078,0.829
LOC728690,-0.219,0.230
LOC728705,-0.055,0.777
LOC728716,0.009,0.891
LOC728723,-1.260,0.005
LOC728724,0.221,0.668
LOC728739,-0.142,0.700
LOC728743,0.448,0.146
LOC728752,-0.003,0.992
LOC728763,0.243,0.484
LOC728769,-0.260,0.031
LOC728819,0.853,0.003
LOC728868,-0.408,0.325
LOC728875,-0.201,0.028
LOC728903,0.047,0.929
LOC728975,0.216,0.207
LOC728978,0.044,0.861
LOC729013,0.027,0.817
LOC729020,-0.381,0.388
LOC729032,0.047,0.812
LOC729040,-0.105,0.667
LOC729041,0.083,0.658
LOC729047,-0.008,0.917
LOC729059,-0.332,0.257
LOC729080,0.412,0.542
LOC729088,0.154,0.177
LOC729121,0.009,0.880
LOC729156,-0.006,0.924
LOC729159,-0.153,0.379
LOC729164,0.502,0.159
LOC729173,-0.037,0.929
LOC729175,0.258,0.469
LOC729176,0.003,0.963
LOC729177,0.023,0.705
LOC729178,0.062,0.918
LOC729187,0.711,0.130
LOC729291,-0.042,0.874
LOC729305,0.200,0.941
LOC729313,0.081,0.467
LOC729324,0.040,0.889
LOC729424,0.028,0.944
LOC729444,-0.559,0.018
LOC729451,-0.344,0.593
LOC729558,-0.375,0.109
LOC729603,-0.211,0.206
LOC729609,-0.149,0.478
LOC729626,-1.190,0.090
LOC729652,0.288,0.462
LOC729658,0.146,0.459
LOC729668,-0.052,0.587
LOC729678,-0.047,0.683
LOC729680,0.009,0.950
LOC729681,-0.008,0.887
LOC729696,-0.001,0.988
LOC729706,-0.106,0.553
LOC729732,0.014,0.940
LOC729737,0.255,0.077
LOC729739,0.469,0.251
LOC729770,0.161,0.781
LOC729799,0.062,0.684
LOC729852,-0.218,0.326
LOC729860,0.013,0.826
LOC729866,-0.689,0.186
LOC729867,-0.308,0.220
LOC729870,0.477,0.054
LOC729879,-0.010,0.964
LOC729887,-0.032,0.822
LOC729911,0.037,0.826
LOC729950,-0.317,0.569
LOC729966,0.022,0.707
LOC729968,0.107,0.318
LOC729970,-0.052,0.684
LOC729987,-0.005,0.928
LOC729995,0.218,0.512
LOC730020,1.520,0.012
LOC730081,0.309,0.140
LOC730091,-0.616,0.023
LOC730101,0.311,0.102
LOC730102,-0.492,0.000
LOC730139,0.038,0.566
LOC730159,-0.263,0.417
LOC730183,0.171,0.394
LOC730202,-0.037,0.829
LOC730227,-0.064,0.803
LOC730338,0.045,0.828
LOC730441,0.284,0.516
LOC730651,0.194,0.622
LOC730668,0.017,0.784
LOC730755,-0.469,0.057
LOC730811,0.025,0.674
LOC730961,0.037,0.900
LOC730974,0.024,0.715
LOC731223,-0.147,0.354
LOC731275,-0.096,0.793
LOC731424,-0.303,0.296
LOC731656,0.566,0.006
LOC731779,0.266,0.783
LOC731789,-0.043,0.577
LOC731932,0.231,0.597
LOC732275,0.015,0.803
LOC780529,-0.004,0.944
LOC79015,0.067,0.871
LOC80054,-0.038,0.797
LOC81691,-0.193,0.232
LOC84856,0.079,0.730
LOC84931,0.642,0.133
LOC84989,-0.174,0.261
LOC90246,0.020,0.938
LOC90784,-0.117,0.224
LOC90834,0.026,0.699
LOC91149,0.059,0.411
LOC91450,-0.343,0.148
LOC91948,0.571,0.023
LOC92249,0.209,0.301
LOC92659,0.030,0.847
LOC93432,0.017,0.767
LOC93444,0.059,0.864
LOC93622,0.005,0.961
LOC96610,-0.071,0.446
LOH12CR1,-0.296,0.074
LOH12CR2,-0.403,0.023
LONP1,0.114,0.100
LONP2,0.384,0.646
LONRF1,0.365,0.005
LONRF2,0.375,0.004
LONRF3,0.111,0.302
LOR,0.047,0.507
LOX,-0.639,0.001
LOXHD1,0.008,0.911
LOXL1,0.247,0.496
LOXL2,0.035,0.848
LOXL3,0.031,0.814
LOXL4,0.050,0.696
LPA,0.087,0.559
LPAL2,0.702,0.138
LPAR1,0.310,0.414
LPAR2,0.062,0.571
LPAR3,-0.011,0.990
LPAR4,0.017,0.781
LPAR5,0.379,0.405
LPAR6,0.173,0.369
LPCAT1,0.039,0.828
LPCAT2,0.149,0.285
LPCAT3,1.000,0.000
LPCAT4,0.158,0.083
LPGAT1,0.202,0.313
LPHN1,0.191,0.461
LPHN2,0.092,0.753
LPHN3,0.198,0.340
LPIN1,0.897,0.000
LPIN2,-0.190,0.122
LPIN3,-0.409,0.010
LPL,0.454,0.652
LPO,0.408,0.330
LPP,-0.088,0.402
LPP-AS2,-0.081,0.610
LPPR1,-0.266,0.141
LPPR2,0.052,0.707
LPPR3,0.410,0.249
LPPR4,0.060,0.211
LPPR5,0.229,0.391
LPXN,-0.178,0.228
LRAT,-1.390,0.218
LRBA,-0.162,0.259
LRCH1,-0.224,0.343
LRCH2,0.181,0.381
LRCH3,0.292,0.717
LRCH4,0.086,0.560
LRFN1,0.070,0.712
LRFN2,0.140,0.727
LRFN3,0.055,0.502
LRFN4,0.041,0.759
LRFN5,0.370,0.399
LRG1,-0.225,0.269
LRGUK,0.169,0.706
LRIF1,-0.066,0.746
LRIG1,-0.050,0.628
LRIG2,-0.174,0.622
LRIG3,-0.179,0.117
LRIT1,-0.321,0.329
LRIT2,0.223,0.233
LRIT3,0.144,0.336
LRMP,-0.145,0.576
LRP1,0.014,0.579
LRP10,0.266,0.158
LRP11,0.143,0.532
LRP12,0.041,0.796
LRP1B,-0.153,0.639
LRP2,-0.417,0.099
LRP2BP,0.018,0.756
LRP3,0.218,0.023
LRP4,-0.391,0.568
LRP5,0.096,0.439
LRP5L,-0.033,0.491
LRP6,-0.167,0.102
LRP8,0.625,0.130
LRPAP1,0.084,0.208
LRPPRC,-0.058,0.457
LRR1,-0.148,0.164
LRRC1,-0.066,0.572
LRRC10,-0.050,0.871
LRRC10B,0.051,0.574
LRRC14,-0.094,0.404
LRRC14B,-0.935,0.320
LRRC15,-0.617,0.347
LRRC16A,-0.491,0.015
LRRC16B,0.265,0.440
LRRC17,-0.169,0.159
LRRC18,0.071,0.864
LRRC19,-0.408,0.164
LRRC2,-0.063,0.666
LRRC20,0.049,0.613
LRRC23,-0.121,0.512
LRRC24,-0.352,0.006
LRRC25,-0.224,0.158
LRRC26,-0.013,0.923
LRRC27,0.066,0.447
LRRC28,-0.130,0.477
LRRC29,0.621,0.096
LRRC3,-0.029,0.889
LRRC30,0.271,0.447
LRRC31,0.193,0.359
LRRC32,-0.050,0.840
LRRC33,0.496,0.230
LRRC34,-0.303,0.186
LRRC36,-0.174,0.303
LRRC37A2,0.149,0.154
LRRC37A3,0.010,0.526
LRRC37B,0.109,0.607
LRRC37BP1,0.019,0.521
LRRC38,0.354,0.360
LRRC39,-0.261,0.088
LRRC3B,0.019,0.763
LRRC3C,-0.039,0.933
LRRC4,0.168,0.456
LRRC40,-0.237,0.126
LRRC41,0.014,0.980
LRRC42,0.017,0.835
LRRC43,-0.970,0.150
LRRC45,0.055,0.399
LRRC46,0.519,0.187
LRRC47,0.080,0.312
LRRC48,-0.137,0.871
LRRC49,0.364,0.057
LRRC4B,0.680,0.326
LRRC4C,0.017,0.796
LRRC52,-0.334,0.155
LRRC55,0.469,0.093
LRRC56,0.109,0.297
LRRC57,-0.048,0.832
LRRC58,-0.208,0.177
LRRC59,-0.036,0.869
LRRC6,-0.246,0.122
LRRC61,0.130,0.344
LRRC66,-0.052,0.790
LRRC69,-0.006,0.283
LRRC7,-0.078,0.901
LRRC70,-0.209,0.330
LRRC71,-0.611,0.138
LRRC72,0.027,0.946
LRRC8A,0.688,0.102
LRRC8B,0.391,0.013
LRRC8C,-0.128,0.652
LRRC8D,-0.091,0.373
LRRC8E,0.026,0.817
LRRC9,-0.408,0.051
LRRCC1,0.656,0.352
LRRD1,0.139,0.228
LRRFIP1,0.099,0.513
LRRFIP2,-0.020,0.840
LRRIQ1,0.086,0.526
LRRIQ3,0.146,0.724
LRRIQ4,0.116,0.279
LRRK1,-0.090,0.775
LRRK2,-0.558,0.044
LRRN1,0.349,0.537
LRRN2,-0.053,0.495
LRRN3,0.059,0.793
LRRN4,1.040,0.055
LRRN4CL,0.845,0.068
LRRTM1,0.675,0.174
LRRTM2,-0.488,0.580
LRRTM3,0.557,0.606
LRRTM4,-0.367,0.381
LRSAM1,-0.081,0.408
LRTM1,-0.043,0.554
LRTM2,0.028,0.632
LRTOMT,0.049,0.730
LRWD1,-0.049,0.607
LSAMP,-0.165,0.379
LSAMP-AS3,0.042,0.512
LSG1,-0.020,0.780
LSM1,-0.038,0.759
LSM10,0.062,0.637
LSM11,-0.790,0.556
LSM12,-0.017,0.902
LSM14A,0.026,0.746
LSM14B,0.083,0.660
LSM2,0.007,0.802
LSM3,-0.036,0.982
LSM4,-0.107,0.181
LSM5,-0.160,0.109
LSM6,0.051,0.484
LSM7,0.019,0.857
LSMD1,0.135,0.734
LSP1,0.116,0.723
LSR,0.248,0.031
LSS,0.264,0.049
LST1,-0.604,0.400
LTA,0.417,0.368
LTA4H,0.032,0.779
LTB,-0.016,0.972
LTB4R,-0.091,0.295
LTB4R2,-0.005,0.987
LTBP1,-0.327,0.149
LTBP2,-0.880,0.105
LTBP3,-0.189,0.488
LTBP4,0.030,0.932
LTBR,-0.059,0.368
LTC4S,-0.120,0.238
LTF,-0.325,0.636
LTK,0.141,0.603
LTN1,0.229,0.529
LTV1,-0.091,0.233
LUC7L,-0.006,0.642
LUC7L2,-0.055,0.450
LUC7L3,-0.003,0.167
LUM,0.028,0.814
LUZP1,-0.046,0.773
LUZP2,0.026,0.861
LUZP4,0.029,0.671
LUZP6,-0.154,0.440
LXN,-0.380,0.187
LY6D,0.012,0.833
LY6E,0.084,0.310
LY6G5B,-0.040,0.791
LY6G5C,-0.200,0.103
LY6G6C,0.027,0.955
LY6G6D,0.414,0.476
LY6G6E,0.371,0.383
LY6G6F,0.397,0.384
LY6H,0.028,0.664
LY6K,-0.140,0.128
LY75,-0.083,0.734
LY86,-0.302,0.133
LY86-AS1,0.026,0.700
LY9,0.431,0.053
LY96,0.192,0.083
LYAR,-0.047,0.535
LYG1,0.175,0.389
LYG2,0.380,0.203
LYL1,0.215,0.355
LYN,0.151,0.098
LYNX1,0.184,0.460
LYPD1,-0.383,0.046
LYPD2,-0.008,0.987
LYPD3,-0.029,0.276
LYPD4,0.086,0.579
LYPD5,0.024,0.680
LYPD6,0.165,0.471
LYPD6B,-0.030,0.924
LYPLA1,-0.053,0.745
LYPLA2,0.002,0.689
LYPLAL1,-0.316,0.036
LYRM1,-0.070,0.482
LYRM2,-0.245,0.021
LYRM4,0.104,0.229
LYRM5,-0.141,0.673
LYRM7,-0.212,0.128
LYSMD1,-0.056,0.663
LYSMD2,-0.108,0.315
LYSMD3,0.226,0.106
LYSMD4,0.027,0.731
LYST,-0.112,0.445
LYVE1,-0.451,0.201
LYZL1,0.247,0.434
LYZL2,-0.049,0.937
LYZL4,0.409,0.467
LYZL6,0.012,0.840
LZIC,-0.008,0.966
LZTFL1,0.107,0.638
LZTR1,0.144,0.058
LZTS1,0.308,0.515
LZTS2,0.074,0.626
M6PR,0.202,0.300
MAB21L1,0.307,0.190
MAB21L2,-0.110,0.724
MAB21L3,-0.178,0.313
MACC1,-1.600,0.139
MACF1,-0.093,0.634
MACROD1,-0.159,0.072
MACROD2,-0.215,0.414
MAD1L1,-0.040,0.750
MAD2L1,-0.009,0.933
MAD2L1BP,0.060,0.393
MAD2L2,-0.090,0.021
MADCAM1,0.402,0.079
MADD,-0.120,0.457
MAEA,-0.024,0.896
MAEL,0.020,0.940
MAF,-0.028,0.877
MAF1,0.184,0.177
MAFA,-0.015,0.971
MAFB,-0.684,0.000
MAFF,0.531,0.031
MAFG,0.181,0.024
MAFIP,0.078,0.528
MAFK,-0.149,0.097
MAG,0.270,0.053
MAGEA1,0.033,0.642
MAGEA10,0.020,0.737
MAGEA10-MAGEA5,-1.360,0.241
MAGEA11,0.211,0.166
MAGEA12,-0.604,0.100
MAGEA2B,0.331,0.274
MAGEA4,0.021,0.729
MAGEA6,0.111,0.875
MAGEA8,-0.136,0.366
MAGEA9,-0.162,0.337
MAGEB1,0.867,0.358
MAGEB10,-0.162,0.313
MAGEB16,0.031,0.611
MAGEB17,0.186,0.391
MAGEB18,0.017,0.780
MAGEB2,0.441,0.059
MAGEB3,0.019,0.803
MAGEB4,0.022,0.739
MAGEB5,-0.509,0.051
MAGEB6,-0.398,0.588
MAGEC1,0.049,0.930
MAGEC2,1.007,0.283
MAGEC3,0.434,0.203
MAGED1,-0.107,0.299
MAGED2,-0.033,0.697
MAGED4B,0.281,0.134
MAGEE1,-0.064,0.722
MAGEE2,0.507,0.191
MAGEF1,0.046,0.672
MAGEH1,0.105,0.557
MAGEL2,0.443,0.381
MAGI1,-0.096,0.797
MAGI2,-0.282,0.318
MAGI2-IT1,0.019,0.757
MAGI3,-0.213,0.029
MAGIX,0.134,0.379
MAGOH,-0.113,0.161
MAGOHB,-0.375,0.120
MAGT1,-0.142,0.297
MAK,0.368,0.500
MAK16,-0.054,0.467
MAL,0.255,0.471
MAL2,-0.151,0.057
MALAT1,0.142,0.445
MALL,0.031,0.766
MALT1,0.232,0.380
MAMDC2,-0.336,0.330
MAMDC4,-0.363,0.009
MAML1,0.111,0.404
MAML2,0.016,0.925
MAML3,0.076,0.760
MAMLD1,-0.349,0.013
MAMSTR,0.190,0.231
MAN1A1,-0.024,0.848
MAN1A2,-0.109,0.342
MAN1B1,0.019,0.927
MAN1C1,-0.208,0.085
MAN2A1,-0.259,0.363
MAN2A2,-0.168,0.152
MAN2B1,0.131,0.322
MAN2B2,-0.189,0.035
MAN2C1,-0.125,0.295
MANBA,0.279,0.063
MANBAL,0.065,0.833
MANEA,-0.139,0.359
MANEAL,0.127,0.181
MANF,-0.102,0.491
MANSC1,0.121,0.323
MANSC4,0.117,0.172
MAOA,-0.300,0.076
MAOB,0.199,0.210
MAP1A,0.067,0.866
MAP1B,0.295,0.361
MAP1LC3A,-0.043,0.757
MAP1LC3B,0.194,0.176
MAP1LC3C,0.306,0.401
MAP1S,0.238,0.112
MAP2,0.221,0.000
MAP2K1,0.119,0.283
MAP2K2,0.092,0.230
MAP2K3,0.039,0.922
MAP2K4,-0.009,0.837
MAP2K5,0.281,0.099
MAP2K6,0.172,0.157
MAP2K7,-0.068,0.580
MAP3K1,-0.045,0.506
MAP3K10,0.234,0.045
MAP3K11,0.078,0.335
MAP3K12,0.987,0.137
MAP3K13,-0.434,0.179
MAP3K14,0.405,0.002
MAP3K15,0.321,0.511
MAP3K2,0.001,0.905
MAP3K3,-0.054,0.514
MAP3K4,0.227,0.135
MAP3K5,-0.289,0.019
MAP3K6,0.031,0.886
MAP3K7,0.060,0.461
MAP3K8,0.420,0.023
MAP3K9,0.069,0.009
MAP4,-0.092,0.522
MAP4K1,0.404,0.113
MAP4K2,-0.257,0.048
MAP4K3,-0.099,0.643
MAP4K4,0.121,0.328
MAP4K5,0.198,0.021
MAP6,0.016,0.744
MAP6D1,0.093,0.387
MAP7,-0.062,0.504
MAP7D1,0.250,0.056
MAP7D2,0.160,0.744
MAP7D3,-0.024,0.735
MAP9,0.072,0.901
MAPK1,0.079,0.313
MAPK10,-0.196,0.180
MAPK11,-0.409,0.037
MAPK12,-0.043,0.307
MAPK13,0.025,0.954
MAPK14,-0.051,0.517
MAPK15,0.311,0.504
MAPK1IP1L,-0.041,0.658
MAPK3,0.037,0.778
MAPK4,0.245,0.235
MAPK6,0.100,0.361
MAPK7,0.261,0.053
MAPK8,0.034,0.188
MAPK8IP1,-0.066,0.726
MAPK8IP2,-0.078,0.755
MAPK8IP3,0.048,0.698
MAPK9,0.128,0.146
MAPKAP1,0.064,0.734
MAPKAPK2,0.037,0.763
MAPKAPK3,0.045,0.714
MAPKAPK5,0.044,0.730
MAPKBP1,0.001,0.993
MAPRE1,0.087,0.462
MAPRE2,-0.082,0.523
MAPRE3,-0.016,0.908
MAPT,-0.162,0.093
MARC1,-0.426,0.000
MARC2,-0.225,0.023
MARCH1,0.048,0.426
MARCH10,-0.573,0.279
MARCH11,0.011,0.860
MARCH2,0.001,0.995
MARCH3,0.130,0.620
MARCH4,-0.010,0.866
MARCH5,-0.001,0.993
MARCH6,-0.068,0.454
MARCH7,-0.057,0.524
MARCH8,0.072,0.682
MARCH9,0.262,0.022
MARCKS,-0.023,0.822
MARCKSL1,0.661,0.014
MARCO,0.085,0.938
MARK1,0.037,0.565
MARK2,0.009,0.982
MARK3,-0.064,0.513
MARK4,0.061,0.788
MARS,-0.036,0.922
MARS2,-0.174,0.728
MARVELD1,-0.379,0.031
MARVELD2,-0.227,0.054
MARVELD3,-0.189,0.116
MAS1,0.008,0.899
MAS1L,-0.201,0.500
MASP1,-0.180,0.382
MASP2,-0.049,0.925
MAST1,-0.212,0.198
MAST2,0.121,0.677
MAST3,-0.072,0.310
MAST4,0.051,0.589
MASTL,-0.040,0.739
MAT1A,0.056,0.684
MAT2A,-0.098,0.383
MAT2B,-0.029,0.886
MATK,0.320,0.294
MATL2963,0.037,0.301
MATN1,-0.289,0.162
MATN2,0.361,0.013
MATN3,-0.430,0.018
MATN4,0.161,0.621
MATR3,0.099,0.220
MAU2,0.168,0.306
MAVS,-0.050,0.666
MAX,0.082,0.281
MAZ,0.065,0.812
MB,-0.465,0.180
MB21D1,0.096,0.412
MB21D2,-0.320,0.173
MBD1,0.017,0.838
MBD2,-0.036,0.917
MBD3,0.174,0.069
MBD3L1,-0.442,0.490
MBD3L2,-0.810,0.642
MBD4,-0.085,0.469
MBD5,-0.005,0.985
MBD6,0.270,0.033
MBIP,0.180,0.041
MBL1P,-0.073,0.780
MBL2,1.760,0.000
MBLAC1,0.130,0.256
MBLAC2,-0.226,0.290
MBNL1,-0.075,0.652
MBNL2,-0.141,0.215
MBNL3,-0.126,0.588
MBOAT1,0.097,0.652
MBOAT2,-0.153,0.783
MBOAT4,-0.381,0.378
MBOAT7,0.104,0.407
MBP,0.035,0.968
MBTD1,0.262,0.195
MBTPS1,0.115,0.268
MBTPS2,0.079,0.444
MC1R,0.129,0.484
MC2R,0.295,0.392
MC3R,0.386,0.112
MC4R,-0.257,0.170
MC5R,0.003,0.989
MCAM,0.293,0.020
MCART1,0.033,0.952
MCART6,-0.180,0.326
MCAT,-0.133,0.485
MCC,-0.082,0.737
MCCC1,-0.286,0.005
MCCC2,0.080,0.447
MCCD1,-0.213,0.561
MCEE,-0.156,0.154
MCF2,-0.299,0.320
MCF2L,-0.168,0.050
MCF2L-AS1,0.058,0.624
MCF2L2,0.033,0.593
MCFD2,-0.037,0.385
MCHR1,-0.561,0.012
MCHR2,-0.027,0.897
MCL1,0.010,0.906
MCM10,0.667,0.077
MCM2,0.204,0.255
MCM3,-0.002,0.973
MCM3AP,0.060,0.717
MCM3AP-AS1,-0.233,0.130
MCM4,-0.128,0.251
MCM5,0.017,0.961
MCM6,-0.173,0.071
MCM7,0.102,0.281
MCM8,0.061,0.455
MCM9,0.002,0.987
MCMBP,-0.019,0.893
MCOLN1,0.058,0.644
MCOLN2,-0.062,0.778
MCOLN3,-0.421,0.687
MCPH1,-0.185,0.226
MCRS1,0.141,0.170
MCTP1,-0.164,0.705
MCTP2,-0.241,0.259
MCTS1,-0.115,0.186
MCU,0.096,0.518
MDC1,-0.025,0.789
MDFI,-0.274,0.168
MDFIC,-0.028,0.935
MDGA1,0.580,0.451
MDGA2,-0.424,0.350
MDH1,-0.230,0.022
MDH1B,-0.260,0.169
MDH2,-0.001,0.987
MDK,0.288,0.048
MDM1,-0.353,0.343
